index,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,maxAge,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn
NVDA,,29.858,,0.33806,74.268,,,5.21,,2492000000,-,,,9.512,23374534,0.0094,,1612051200,0.66827005,8206000128,3.243,,,26.239487,0.04079,1675123200,,1635638400,0.44,2021-11-15,2400400000,1.366753,724779008000,2,,2021-07-20,4:1,,,,0.844,,1639526400,1.71,,47.90595,1,,0.0097,24148034,,,
NVR,,2.113,,0.13286,12.029,,,396.77,,3482750,-,,,858.901,39699,0.0114,,1609372800,0.85989,1207142016,308.408,,,6.375717,0.0541,1672444800,,1632960000,1.47,2021-11-15,3394912,0.978701,19196907520,2,,-,,,,,0.295,,1639526400,3.66,,13.801724,1,,0.0137,36910,,,
NXPI,,6.595,,0.14984,19.586,,,12.02,,265932992,-,,,25.298,5548404,0.0209,,1609372800,0.92973,1578000000,5.585,,,8.251238,0.00327,1672444800,,1633219200,2.33,2021-11-15,265188636,1.392727,69451874304,2,,-,,,,,,,1639526400,1.01,,17.36604,1,,0.0234,5602023,,,
ORLY,,4.1,,0.15847,17.016,,,30.74,,67378400,-,,,-2.081,598841,0.0089,,1609372800,0.82558995,2038657024,28.779,,,,0.0128999995,1672444800,,1632960000,1.51,2021-11-15,66714694,0.991688,52744814592,2,,2005-06-16,2:1,,,,0.06,,1639526400,1.93,,21.730318,1,,0.009,630340,,,
OXY,,3.25,,-0.014730001,7.009,,,2.9,,933980992,-,,,9.755,33827780,0.036199998,,1609372800,0.70841,-721000000,-1.212,,,4.0235777,0.0021,1672444800,,1632960000,2.26,2021-11-15,931730087,2.383896,72156282880,2,,2016-02-25,10000:9983,,,,,,1639526400,0.42,,13.534482,1,,0.0572,34240321,,,
ODFL,,8.205,,0.19218001,26.352,,,10.29,,115011000,-,,,29.735,1570624,0.0137,,1609372800,0.73632,945401024,8.087,,,10.729444,0.12145001,1672444800,,1632960000,2.29,2021-11-15,103024708,1.023896,40361947136,2,,2020-03-25,3:2,,,,0.42,,1639526400,1.39,,31.00486,1,,0.0155,1794335,,,
OMC,,1.314,,0.09793,8.444,,,6.41,,212559008,-,,,15.426,15085182,0.071,,1609372800,0.9576,1389699968,6.42,,,4.9922214,0.01196,1672444800,,1632960000,6.95,2021-11-15,210751775,0.83948,18646919168,2,,2007-06-26,2:1,,,,0.135,,1639526400,1.28,,12.014041,1,,0.081199996,15470100,,,
OKE,,3.037,,0.104329996,13.485,,,3.82,,445936992,-,,,13.098,8359761,0.0187,,1609372800,0.65829,1427261952,3.195,,,4.765613,0.00597,1672444800,,1632960000,3.39,2021-11-15,442792849,1.870129,41571217408,2,,2014-02-03,11422:10000,,,,0.255,,1639526400,1.83,,16.340315,1,,0.0212,7390303,,,
ORCL,,7.084,,0.24788,15.932,,,5.26,,2670449920,-,,,-3.782,26014346,0.0097,,1622419200,0.43498,10261999616,3.543,,,,0.41912997,1685491200,,1638230400,2.33,2021-11-15,1524558192,0.807792,293278515200,2,,2000-10-13,2:1,,,,,,1639526400,1.91,,15.636882,1,,0.0171,28627279,,,
OGN,,2.103,,0.19256,7.622,,,5.82,,253550000,-,,,-6.382,4330823,0.0171,,1609372800,0.68977,1428999936,5.975,,,,0.00022,1672444800,,1632960000,1.81,2021-11-15,253415647,,16569896960,2,,-,,,,,-0.41,,1639526400,-0.89,,5.7164946,1,,,3035873,,,
OTIS,,2.922,,0.0855,17.451,,,3.3,,424768992,-,,,-9.073,3701017,0.0087,,1609372800,0.85550004,1216000000,2.799,,,,0.00045000002,1672444800,,1632960000,1.75,2021-11-15,424488617,,41551581184,2,,-,,,,,0.244,,1639526400,2.41,,25.333334,1,,0.0087,3860576,,,
PCAR,,1.717,,0.07795,14.877,,,6.75,,347176992,-,,,32.636,3250769,0.0094,,1609372800,0.64708,1746499968,5.02,,,2.931119,0.01761,1672444800,,1632960000,1.87,2021-11-15,340844809,0.996883,38458826752,2,,2007-10-10,3:2,,,,-0.02,,1639526400,0.63,,14.171852,1,,0.0095999995,3816478,,,
PKG,,1.979,,0.10109,9.522,,,9.33,,94990800,-,,,38.256,2196037,0.0231,,1609372800,0.92533994,742400000,7.851,,,3.8582184,0.01312,1672444800,,1632960000,2.88,2021-11-15,92869188,0.922597,14650333184,2,,-,,,,,0.802,,1639526400,0.97,,15.819937,1,,0.0307,2110464,,,
PH,,3.206,,0.12617,15.137,,,19.53,,128515000,-,,,66.068,877632,0.0068,,1625011200,0.83017,1877453952,14.345,,,4.8354726,0.00365,1688083200,,1632960000,1.3,2021-11-15,127793984,1.712727,47706558464,2,,2007-10-02,3:2,,,,0.411,,1639526400,1.65,,16.35791,1,,0.0069,935234,,,
PAYX,,11.153,,0.29527,25.848,,,3.87,,360756992,-,,,8.647,9371763,0.025999999,,1622419200,0.71976,1279200000,3.52,,,13.792067,0.10752,1685491200,,1638230400,6.66,2021-11-15,322183576,0.898181,48318300160,2,,2000-05-23,3:2,,,,0.219,,1639526400,3.01,,30.81654,1,,0.0291,9230900,,,
PAYC,,22.792,,0.17311001,88.051,,,5.63,,60025800,-,,,14.231,951249,0.015800001,,1609372800,0.74508005,171640000,2.95,,,22.889114,0.15630999,1672444800,,1632960000,2.93,2021-11-15,48597104,1.474285,22597476352,2,,-,,,,,0.105,,1639526400,3.34,,57.857014,1,,0.0189,1066154,,,
PYPL,,8.994,,0.20086001,42.578,,,5.27,,1174930048,-,,,18.816,17274195,0.0147,,1609372800,0.81787,4935000064,4.159,,,6.89815,0.0012899999,1672444800,,1632960000,1.01,2021-11-15,1173485008,1.164675,220982149120,2,,-,,,,,0.065,,1639526400,2.02,,24.629145,1,,0.0147,16573015,,,
PENN,,3.229,,0.07218,13.133,,,2.35,,169514000,-,,,19.459,9546207,0.0563,,1609372800,0.80574995,385000000,2.359,,,2.3428748,0.01575,1672444800,,1632960000,2.23,2021-11-15,166108241,2.503896,17305950208,2,,2013-11-04,4423:1000,,,,-0.393,,1639526400,0.08,,19.400002,1,,0.074200004,9569652,,,
PNR,,3.499,,0.14201,17.755,,,3.75,,165478000,-,,,14.129,5913312,0.0357,,1609372800,0.96386003,507200000,3.021,,,4.417156,0.00396,1672444800,,1632960000,5.35,2021-11-15,164841128,1.074805,12499765248,2,,2018-05-01,1489:1000,,,,0.296,,1639526400,1.2,,16.642666,1,,0.04,6196882,,,
PBCT,,1.002,,0.15394,,,,1.09,,428024992,-,,,17.845,12213938,0.028499998,,1609372800,0.74337,295600000,0.702,,,1.0970805,0.00914,1672444800,,1632960000,2.82,2021-11-15,419121563,1.075324,2016788992,2,,2007-04-16,21:10,,,,-0.034,,1639526400,1.27,,17.960917,1,,0.0385,12742939,,,
PEP,,3.574,,0.10617,19.735,,,6.74,,1382649984,-,,,11.484,12127909,0.0088,,1608940800,0.73456,8141000192,5.87,,,15.193312,0.00135,1672012800,,1630713600,2.62,2021-11-15,1380205647,0.650909,274041962496,2,,1996-05-29,2:1,,,,-0.029,,1639526400,2.85,,25.887241,1,,0.0088,11839552,,,
PKI,,5.527,,0.22409001,14.346,,,6.52,,126200000,-,,,55.139,3710440,0.0294,,1609632000,0.84005,1133529984,10.023,,,3.3605978,0.00205,1672704000,,1633219200,3.76,2021-11-15,118340444,1.063896,27952619520,2,,2001-06-04,2:1,,,,-0.277,,1639526400,0.47,,28.420246,1,,0.0365,3611103,,,
PFE,,4.565,,0.28684,11.592,,,49.43,,5612870144,-,,,13.49,66013244,0.0117999995,,1609372800,0.67434,19568001024,3.501,,,3.961453,0.00037999998,1672444800,,1633219200,1.5,2021-11-15,5608376305,0.623376,316521611264,2,,2020-11-17,1054:1000,,,,4.545,,1639526400,0.01,,1.0811248,1,,0.0117999995,63538349,,,
PM,,5.741,,0.29247,12.554,,,6.43,,1556829952,-,,,-6.773,8238107,0.0053,,1609372800,0.75947,8965999616,5.74,,,,0.00191,1672444800,,1632960000,1.38,2021-11-15,1553449364,0.891948,176517775360,2,,-,,,,,0.052,,1639526400,1.44,,16.166407,1,,0.0053,8076762,,,
PSX,,0.526,,-0.00519,142.391,,,6.89,,438201984,-,,,41.404,9778140,0.0223,,1609372800,0.70447,-506000000,-1.151,,,2.09231,0.00337,1672444800,,1632960000,2.91,2021-11-15,437066356,1.652987,50121539584,2,,-,,,,,,,1639526400,-1.7,,12.573295,1,,0.0224,9580053,,,
PNW,,4.165,,0.15263,9.829,,,3.93,,112819000,-,,,53.759,2035956,0.018,,1609372800,0.89497,571745024,5.043,,,1.3099202,0.00242,1672444800,,1632960000,1.37,2021-11-15,112500674,0.25974,15600794624,2,,2011-04-28,10:1,,,,-0.019,,1639526400,130.3,,17.918573,1,,0.020399999,2833899,,,
PXD,,3.72,,0.097679995,12.143,,,19.95,,244134000,-,,,95.006,6644968,0.0272,,1609372800,0.8659,1394000000,6.28,,,2.3256426,0.00596,1672444800,,1632960000,3.18,2021-11-15,229314785,1.838961,53236895744,2,,-,,,,,,,1639526400,0.18,,11.075188,1,,0.0274,6529973,,,
PNC,,6.075,,0.24218,,,,14.1,,422640992,-,,,121.158,5291732,0.0125,,1609372800,0.84879,5582000128,10.173,,,1.7293122,0.00261,1672444800,,1632960000,3.23,2021-11-15,419876736,1.344935,115404922880,2,,1992-11-16,2:1,,,,-0.03,,1639526400,-3.93,,14.859574,1,,0.0126,6147903,,,
POOL,,4.422,,0.118090004,27.942,,,16.67,,40088000,-,,,24.581,1384822,0.0345,,1609372800,0.94851995,602188032,14.753,,,19.190432,0.03102,1672444800,,1632960000,6.09,2021-11-15,38831614,0.847272,22547939328,2,,2004-09-13,3:2,,,,0.551,,1639526400,2.14,,28.29754,1,,0.0452,1478128,,,
PPG,,2.884,,0.08705,18.798,,,8.22,,237400992,-,,,26.339,2502864,0.0105,,1609372800,0.81259,1424999936,5.951,,,6.0205398,0.00263,1672444800,,1632960000,2.32,2021-11-15,236280321,1.154805,47200894976,2,,2015-06-15,2:1,,,,-0.222,,1639526400,1.53,,19.29136,1,,0.0106,2766833,,,
PPL,,3.713,,-0.1697,6.522,,,1.61,,750716032,-,,,19.176,13028830,0.0174,,1609372800,0.67013,870000000,-1.724,,,1.5482895,0.0011,1672444800,,1632960000,2.67,2021-11-15,749987708,0.781298,28968970240,2,,2015-06-02,10000:9314,,,,-0.263,,1639526400,-1.54,,18.440994,1,,0.0197,12118371,,,
PFG,,1.513,,0.1228,9.025,,,7,,265068992,-,,,60.393,7059752,0.026600001,,1609372800,0.74286,1711399936,6.22,,,1.2218304,0.00458,1672444800,,1632960000,3.49,2021-11-15,263958781,1.597402,21090449408,2,,-,,,,,0.525,,1639526400,0.7,,10.541429,1,,0.0304,4276386,,,
PG,,5.219,,0.18332,18.948,,,6.36,,2419950080,-,,,18.7,15126209,0.0063,,1625011200,0.65522003,13866000384,5.472,,,8.655347,0.0010800001,1688083200,,1632960000,1.72,2021-11-30,2417237477,0.448555,402611437568,2,,2004-06-21,2:1,,,,-0.039,,1640908800,3.98,,25.448898,1,,0.0063,14833891,,,
PGR,,1.369,,0.0874,11.252,,,4.65,,584400000,-,,,30.876,9728955,0.0166,,1609372800,0.8561,4046000128,6.88,,,3.53025,0.00279,1672444800,,1632960000,3.24,2021-11-15,582969111,0.491948,63802900480,2,,2014-01-27,1:1,,,,-0.923,,1639526400,-2.77,,23.440859,1,,0.0167,9916118,,,
PLD,,28.603,,0.40218,41.476,,,2.31,,739326976,-,,,43.881,10529175,0.014199999,,1609372800,0.96499,1966916992,2.644,,,3.5894804,0.00504,1672444800,,1632960000,4.37,2021-11-15,737560008,0.806753,140316753920,2,,-,,,,,1.39,,1639526400,-11.62,,68.18615,1,,0.0186,9597214,,,
PRU,,0.679,,0.104049996,5.35,,,12.6,,378000000,-,,,163.315,7176053,0.019,,1609372800,0.5854,7231000064,18.359,,,0.6979763,0.00098,1672444800,,1632960000,3.76,2021-11-15,377433000,1.622337,47862378496,2,,-,,,,,0.029,,1639526400,0.95,,9.046825,1,,0.019,6780154,,,
PEG,,5.683,,-0.073,16.792,,,3.47,,505664000,-,,,27.915,4662809,0.0092,,1609372800,0.72257006,-662000000,-1.315,,,2.4148307,0.00154,1672444800,,1632960000,2.52,2021-11-15,504586608,0.58909,51533746176,2,,2008-02-05,2:1,,,,,,1639526400,5.44,,19.426514,1,,0.010299999,4868803,,,
PTC,,8.685,,0.26391,34.705,,,5.06,,117872000,-,,,17.399,2616440,0.0222,,1632960000,0.87884,476923008,4.03,,,6.673372,0.102139995,1696032000,,1632960000,2.6,2021-11-15,106038715,1.275844,15695289344,2,,2006-02-28,2:5,,,,4.485,,1639526400,1.7,,22.94664,1,,0.028499998,2539644,,,
PSA,,21.894,,0.50629,30.976,,,9.17,,175355008,-,,,28.577,2093826,0.0119,,1609372800,0.79643,1466552064,8.371,,,12.831998,0.13552,1672444800,,1632960000,3.22,2021-11-15,152170934,0.211428,72859566080,2,,-,,,,,0.509,,1639526400,2.41,,39.989098,1,,0.0187,2054892,,,
PHM,,1.212,,0.13488,6.68,,,9.15,,253186000,-,,,28.011,6997090,0.0276,,1609372800,0.89785004,1706843008,6.465,,,1.923887,0.0089,1672444800,,1632960000,3.02,2021-11-15,251628575,1.427012,15462342656,2,,2005-09-02,2:1,,,,0.142,,1639526400,0.32,,5.8896174,1,,0.031400003,6368399,,,
PVH,,1.233,,0.057150003,9.913,,,10.02,,69977600,-,,,73.524,1564356,0.0224,,1612051200,1.0245,503800000,6.999,,,1.3019558,0.0035100002,1675123200,,1635638400,1.54,2021-11-15,69650839,2.295584,10866306048,2,,1991-10-10,2:1,,,,3.007,,1639526400,-1.99,,9.553392,1,,0.0356,1738526,,,
QRVO,,4.032,,0.24367,10.907,,,13.15,,110223000,-,,,42.8,1953832,0.0177,,1617408000,0.86252,1104587008,9.656,,,3.3280375,0.00478,1680480000,,1633132800,1.37,2021-11-15,109558581,1.378701,18278242304,2,,2015-01-02,1:4,,,,1.331,,1639526400,0.93,,10.83194,1,,0.0201,2068943,,,
PWR,,1.508,,0.04605,17.81,,,6.09,,142499008,-,,,33.288,2548399,0.0179,,1609372800,0.93231004,551209984,3.809,,,3.1011178,0.010980001,1672444800,,1632960000,2.55,2021-11-15,141017287,1.156883,18053046272,2,,2000-04-10,3:2,,,,0.07,,1639526400,1.52,,16.950739,1,,0.0201,2871034,,,
QCOM,,6.363,,0.26941,18.783,,,11.64,,1120000000,-,,,8.844,14872670,0.013300001,,1632614400,0.74644995,9043000320,7.87,,,21.207712,0.0014399999,1695686400,,1632614400,1.18,2021-11-15,1118152000,1.272207,213582594048,2,,2004-08-16,2:1,,,,-0.055,,1639526400,0.68,,16.113487,1,,0.013300001,15935506,,,
DGX,,2.073,,0.19771999,7.308,,,8.79,,122675000,-,,,51.967,3513020,0.0286,,1609372800,0.93498003,2175000064,16.633,,,2.6108875,0.00514,1672444800,,1632960000,2.84,2021-11-15,122008647,1.021794,22903316480,2,,2005-06-21,2:1,,,,-0.111,,1639526400,-1.46,,15.435721,1,,0.0326,4611703,,,
RL,,1.708,,0.07209,10.101,,,8.13,,48735800,-,,,38.844,3868825,0.052600004,,1616803200,1.00399,403700000,5.407,,,2.9317267,0.01135,1679875200,,1632528000,4.29,2021-11-15,47949721,1.525714,9566927872,2,,-,,,,,,,1639526400,0.22,,14.00738,1,,0.0802,3196134,,,
RJF,,0.631,,0.14297,,,,7.87,,206162000,-,,,40.075,2877014,0.0139999995,,1632960000,0.77153,1400999936,6.63,,,2.724142,0.10752,1696032000,,1632960000,2.72,2021-11-15,184213720,1.190649,6190320640,2,,2021-09-22,3:2,,,,1.053,,1639526400,1.7,,13.871664,1,,0.020299999,2859804,,,
RTX,,2.538,,0.051960003,14.698,,,4.99,,1496780032,-,,,47.605,11590470,0.0077,,1609372800,0.80294,3358000128,2.2,,,1.934446,0.00112,1672444800,,1632960000,2.12,2021-11-15,1355060256,1.012467,161814953984,2,,2020-04-03,15890:10000,,,,4.277,,1639526400,0.94,,18.454771,1,,0.0078,10101369,,,
O,,21.047,,0.26049998,23.129,,,1.73,,565764992,-,,,32.991,12610425,0.0223,,1609372800,0.54829,473345984,1.268,,,2.1167893,0.00112,1672444800,,1632960000,2.44,2021-11-15,403622733,0.798961,38242332672,2,,2005-01-03,2:1,,,,4.894,,1639526400,9.68,,40.36705,1,,0.0247,14082847,,,
REG,,14.594,,0.28539,23.506,,,1.94,,171212992,-,,,35.557,5653826,0.033,,1609372800,1.05137,332039008,1.94,,,2.0249178,0.00808,1672444800,,1632960000,5.87,2021-11-15,169342672,1.110649,16979154944,2,,-,,,,,8.253,,1639526400,3.96,,37.1134,1,,0.0454,4496422,,,
REGN,,4.597,,0.52376,8.225,,,47.81,,105720000,-,,,163.522,1531182,0.014199999,,1609372800,0.87233,6995500032,62.526,,,3.738396,0.02982,1672444800,,1632960000,2.16,2021-11-15,99544192,0.176103,61402947584,2,,-,,,,,0.938,,1639526400,0.67,,12.786237,1,,0.0171,1605135,,,
RF,,2.576,,0.36221,,,,2.07,,953283008,-,,,17.752,15756978,0.0165,,1640908800,0.7694,2400000000,2.669,,,1.3336976,0.00475,1703980800,,1640908800,1.97,2021-11-30,1879346520,1.452103,17930479616,2,,2004-07-01,12346:10000,,,,-0.289,,1640908800,0.37,,11.437585,1,,0.0188,14844316,,,
RSG,,4.843,,0.111099996,16.118,,,4.63,,317095008,-,,,27.939,1734831,0.0055,,1609372800,0.9587,1212700032,3.79,,,4.5993056,0.00166,1672444800,,1632960000,1.84,2021-11-15,207665381,0.76935,52862607360,2,,2007-03-19,3:2,,,,0.347,,1639526400,3.12,,27.753778,1,,0.0084,1381868,,,
RMD,,10.57,,0.14923,32.974,,,6.82,,145723008,-,,,20.767,762840,0.0052,,1625011200,0.65683,499745984,3.412,,,11.390186,0.00804,1688083200,,1632960000,1.61,2021-11-30,144365002,0.300557,35398701056,2,,2010-08-31,2:1,,,,0.142,,1640908800,1.75,,34.68328,1,,0.0058999998,850639,,,
RHI,,1.945,,0.08758,16.902,,,5.67,,111330000,-,,,12.022,2246856,0.0202,,1609372800,0.90669,525097984,4.678,,,9.618616,0.02884,1672444800,,1632960000,2.69,2021-11-30,106220613,1.544348,11663687680,2,,2000-06-13,2:1,,,,1.256,,1640908800,0.67,,20.39418,1,,0.0272,2055098,,,
ROK,,6.264,,0.19409001,32.946,,,11.91,,116013000,-,,,20.6,2698661,0.0233,,1632960000,0.81697,1356000000,11.58,,,14.142232,0.0014599999,1696032000,,1632960000,4.12,2021-11-15,115700049,1.372987,43828383744,2,,1987-04-14,2:1,,,,-0.701,,1639526400,2.57,,24.460957,1,,0.0233,3079279,,,
ROL,,7.152,,0.14743,31.85,,,0.76,,492048992,-,,,2.239,8935503,0.0182,,1609372800,0.40918,347968992,0.707,,,14.039749,0.57376,1672444800,,1632960000,4.49,2021-11-15,238963444,0.573506,16879939584,2,,2020-12-11,3:2,,,,0.179,,1639526400,5.79,,41.361843,1,,0.0395,9248098,,,
ROP,,9.176,,0.17861,25.114,,,15.26,,105485000,-,,,107.525,1181938,0.0112,,1609372800,0.95228994,1131900032,10.537,,,4.218926,0.00526,1672444800,,1632960000,2.98,2021-11-15,104988066,1.063896,57571381248,2,,2005-08-29,2:1,,,,0.235,,1639526400,2.79,,29.727392,1,,0.0128,1049269,,,
ROST,,1.937,,0.08783,12.366,,,5.36,,353329984,-,,,11.262,4683173,0.013300001,,1611964800,0.88094,1593746944,4.465,,,8.65388,0.01935,1675036800,,1635552000,2.66,2021-11-30,346436272,1.025342,35143163904,2,,2015-06-12,2:1,,,,1.935,,1640908800,0.25,,18.182835,1,,0.015700001,3578726,,,
RCL,,67.205,,0,-16.876,,,0.43,,254790000,-,,,25.384,14201684,0.0557,,1609372800,0.74859,-5270466048,-21.576,,,3.2077293,0.14074,1672444800,,1632960000,2.81,2021-11-15,224350104,2.653506,39249080320,2,,1998-08-03,2:1,,,,,,1639526400,-0.08,,189.36047,1,,0.0616,14370159,,,
SPGI,,13.999,,0.34708,24.767,,,14.63,,241000000,-,,,7.656,19349495,0.080299996,,1609372800,0.96294,2803000064,11.599,,,54.917713,0.00213,1672444800,,1632960000,13.86,2021-11-15,240616810,0.984935,113059618816,2,,2005-05-18,2:1,,,,0.752,,1639526400,3.61,,28.738894,1,,0.0804,19022544,,,
CRM,,9.985,,0.06961,73.261,,,4.71,,985000000,-,,,57.982,12893600,0.013099999,,1612051200,0.80044997,1739000064,1.818,,,3.8627505,0.03426,1675123200,,1635638400,1.8,2021-11-15,951913850,1.094545,249453543424,2,,2013-04-18,4:1,,,,-0.567,,1639526400,5.29,,47.552017,1,,0.0135,14778035,,,
SBAC,,21.956,,0.13091,33.17,,,3.98,,108781000,-,,,-45.29,1393133,0.0128,,1609372800,0.97731,294502016,2.606,,,,0.01219,1672444800,,1632960000,2.34,2021-11-30,107404187,0.308667,49392783360,2,,-,,,,,1.118,,1640908800,0.8,,81.63819,1,,0.0155,1365003,,,
SLB,,2.672,,0.07438,12.903,,,1.63,,1402630016,-,,,9.526,24188059,0.0172,,1609372800,0.77689004,1654000000,1.164,,,4.1150537,0.00123,1672444800,,1632960000,2.07,2021-11-15,1400135900,2.308051,59407560704,2,,2006-04-10,2:1,,,,,,1639526400,0.73,,24.04908,1,,0.0173,25720147,,,
STX,,2.611,,0.14083,13.404,,,9.28,,222636000,-,,,2.677,9965176,0.0448,,1625184000,0.84630996,1616999936,6.795,,,40.616364,0.00385,1688256000,,1633046400,4.36,2021-11-15,206131942,1.056103,29985222656,2,,-,,,,,1.359,,1639526400,0.59,,11.716596,1,,0.0561,12259264,,,
SEE,,2.508,,0.08761,13.28,,,4.12,,148156992,-,,,0.855,2598423,0.0175,,1609372800,0.92401004,459600000,3.037,,,79.62573,0.0063300002,1672444800,,1632960000,2.93,2021-11-15,147331487,1.28987,13398210560,2,,2007-03-19,2:1,,,,-0.196,,1639526400,1.66,,16.524273,1,,0.0228,2813007,,,
SRE,,5.708,,0.09545,15.983,,,8.46,,319336992,-,,,74.185,3354367,0.0105,,1609372800,0.88303,1064000000,3.486,,,1.8608885,0.00051,1672444800,,1632960000,1.95,2021-11-15,319027705,0.676883,69541371904,2,,1992-05-28,2:1,,,,,,1639526400,3.65,,16.317966,1,,0.0105,3370566,,,
NOW,,21.577,,0.03986,175.75,,,7.22,,199000000,-,,,17.759,3194828,0.0161,,1609372800,0.89754,220503008,1.091,,,32.593052,0.0038400001,1672444800,,1632960000,2.5,2021-11-15,198352246,1.018701,119377043456,2,,-,,,,,3.846,,1639526400,3.88,,80.168976,1,,0.0161,2931197,,,
SHW,,4.998,,0.10001001,28.606,,,10.2,,262196000,-,,,10.284,3172130,0.0121,,1609372800,0.79082,1967399936,7.299,,,28.617268,0.08766,1672444800,,1632960000,2.59,2021-11-15,238712616,1.067012,98320154624,2,,2021-04-01,3:1,,,,-0.288,,1639526400,3.07,,28.85294,1,,0.013200001,3342032,,,
SBNY,,-2.897,,0.46233,,,,17.26,,60632400,-,,,128.188,1570435,0.025899999,,1609372800,0.96651,789555008,13.954,,,2.4564703,0.00021,1672444800,,1632960000,1.6,2021-11-15,58666717,1.892987,-5134701568,2,,-,,,,,0.742,,1639526400,3.63,,18.243917,1,,0.026400002,1849712,,,
SPG,,16.317,,0.41,22.593,,,6.09,,328611008,-,,,10.152,12130926,0.0369,,1609372800,0.89911,2014535936,6.177,,,14.577423,0.00487,1672444800,,1632960000,5,2021-11-15,325760176,1.522597,80304832512,2,,2014-05-29,1063:1000,,,,3.639,,1639526400,2.94,,24.300493,1,,0.0496,12234824,,,
SWKS,,5.492,,0.29326,13.82,,,12.87,,165387008,-,,,32.045,2512369,0.0152,,1633046400,0.75609,1498300032,8.97,,,4.596349,0.0038299998,1696118400,,1633046400,1.32,2021-11-15,164700896,1.112727,28061693952,2,,2000-04-20,2:1,,,,0.322,,1639526400,1.06,,11.444444,1,,0.0171,3014706,,,
SNA,,2.714,,0.17614001,10.131,,,15.01,,53535000,-,,,75.333,3979985,0.0743,,1609545600,0.91410005,805699968,14.653,,,2.8055434,0.01739,1672617600,,1633132800,10.81,2021-11-15,52870672,1.224935,12416513024,2,,1996-09-11,3:2,,,,0.092,,1639526400,1.44,,14.080613,1,,0.0856,4098700,,,
SEDG,,6.29,,0.08241,50.445,,,6.92,,52519500,-,,,23.65,1591000,0.030299999,,1609372800,0.83365,145871008,2.666,,,10.184778,0.00856,1672444800,,1632960000,1.29,2021-12-15,51785821,1.010643,11133477888,2,,-,,,,,0.212,,1642118400,2.2,,34.807804,1,,0.0347,1496523,,,
SO,,5.769,,0.13333,14.345,,,3.54,,1059800000,-,,,27.07,13148282,0.0124,,1609372800,0.6051,2995000064,2.801,,,2.5400813,0.00182,1672444800,,1632960000,2.68,2021-11-15,1057059039,0.481038,129582833664,2,,2001-04-03,10000:6109,,,,-0.12,,1639526400,3.18,,19.423729,1,,0.0124,10368132,,,
LUV,,1.823,,8.0000005e-05,-15.427,,,1.94,,591920000,-,,,17.317,19811224,0.0335,,1609372800,0.79061997,1000000,-0.003,,,2.5734828,0.00316,1672444800,,1632960000,1.88,2021-11-15,589747561,1.121558,23248142336,2,,2001-02-16,3:2,,,,,,1639526400,0.95,,22.971647,1,,0.0377,16327233,,,
SWK,,2.139,,0.10649,11.525,,,11.88,,163032992,-,,,64.811,2243712,0.0138,,1609545600,0.87854,1805799936,11.049,,,2.6676028,0.00252,1672617600,,1633132800,1.44,2021-11-15,162674538,1.382857,36722323456,2,,1996-06-04,2:1,,,,0.049,,1639526400,1.51,,14.55303,1,,0.0138,2458291,,,
SBUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,,-4.961,,0.21254998,,,,8.42,,365628992,-,,,69.3,3939120,0.0108,,1609372800,0.9254,2408000000,6.787,,,1.4050505,0.00214,1672444800,,1632960000,1.75,2021-11-15,346192326,1.606753,-59117338624,2,,2001-05-31,2:1,,,,0.286,,1639526400,0.97,,11.564134,1,,0.0108,2839524,,,
STE,,6.838,,0.064959995,27.965,,,8.14,,100023000,-,,,65.415,1020300,0.010199999,,1617148800,0.92305,249948992,2.75,,,3.4843688,0.0032300001,1680220800,,1632960000,2.35,2021-11-30,99670921,0.633046,26313248768,2,,1998-08-25,2:1,,,,-0.341,,1640908800,3.17,,28.001226,1,,0.0113,890265,,,
SYK,,6.911,,0.113979995,24.861,,,10.17,,377240000,-,,,37.584,4016059,0.0106,,1609372800,0.75998,1900000000,4.968,,,6.759126,0.07317,1672444800,,1632960000,2.74,2021-11-15,334423223,0.990129,115203940352,2,,2004-05-17,2:1,,,,-0.295,,1639526400,2.29,,24.978859,1,,0.0115,3142599,,,
SIVB,,4.482,,0.31636,,,,29.52,,58687400,-,,,208.53,356734,0.0061000003,,1640908800,0.92904997,1770000000,32.595,,,2.9148805,0.00404,1703980800,,1640908800,1.04,2021-11-30,58430052,1.872782,25966215168,2,,2000-05-16,2:1,,,,0.003,,1640908800,2.78,,20.590786,1,,0.0067000003,450753,,,
